iter	Logloss
303	0.6550420937
304	0.6550248388
305	0.6549635616
306	0.6549136851
307	0.6548060854
308	0.6547825725
309	0.6546988805
310	0.6546020596
311	0.6545599535
312	0.6544672203
313	0.6543748404
314	0.6543126719
315	0.6542444011
316	0.6542043567
317	0.6541392195
318	0.6540510789
319	0.6540109398
320	0.6539045408
321	0.6538725627
322	0.6538227425
323	0.6537512534
324	0.6536895616
325	0.6535850881
326	0.653515961
327	0.6534437896
328	0.6533902969
329	0.6533620487
330	0.6532835319
331	0.6532305159
332	0.6531399815
333	0.6530906635
334	0.6530175661
335	0.652948995
336	0.6528910174
337	0.652810214
338	0.6527337952
339	0.6526565424
340	0.6526124695
341	0.6525379002
342	0.6524882091
343	0.6524424916
344	0.6523869143
345	0.6523318453
346	0.6522661132
347	0.6522097709
348	0.6521512334
349	0.6520638296
350	0.6520031358
351	0.6519268151
352	0.6518299664
353	0.651766378
354	0.6516913032
355	0.6515962792
356	0.6515060753
357	0.6514284136
358	0.6513165166
359	0.6512020563
360	0.6511448207
361	0.6510711966
362	0.6509980726
363	0.6509376925
364	0.6508832602
365	0.6508061079
366	0.6506987216
367	0.6506345337
368	0.6505687897
369	0.6504704917
370	0.6503347527
371	0.650234985
372	0.6501414007
373	0.6500920363
374	0.6500077059
375	0.6499079212
376	0.6498350638
377	0.6497673012
378	0.6497316924
379	0.6496954601
380	0.6496067936
381	0.6495651454
382	0.6494741933
383	0.6494104911
384	0.649344698
385	0.6492619239
386	0.6491800387	387	0.6490904388	388	0.6490147934
389	0.6489258390	390	0.6488773684
391	0.648815392	0392	0.648771393	0393	0.64869394	03394	0.64859395	03395	0.64852396	0396	0.648438397	0397	0.6483825408
398	0.64832399	0.399	0.6482994365
400	0.6482023494
401	0.6481254906
402	0.6480637896
403	0.6479903528
404	0.6479446916
405	0.6479020944
406	0.6478216464
407	0.6477383765
408	0.647605114
409	0.647580398
410	0.6475325638
411	0.647488667
412	0.6474491066
413	0.6473425428
414	0.6472805755
415	0.6472262169
416	0.647158417	0417	0.6471476853
418	0.6471010553
419	0.6470270311
420	0.6469617988
421	0.6469089614
422	0.6468682213
423	0.6468127333
424	0.6467458388
425	0.646707426	0426	0.646635427	0427	0.646549428	0428	0.64646429	0.429	0.64638430	0.430	0.646318171
431	0.6462550838
432	0.6462164551
433	0.6461087062
434	0.6460410337
435	0.64598436	0.436	0.64597437	0.437	0.64590438	0.438	0.64582439	0.439	0.64577440	0.440	0.64569441	0.441	0.64564442	0.442	0.64556443	0.443	0.64553444	0.444	0.64547445	0.445	0.64541446	0.446	0.64535447	0447	0.645322448	0448	0.645279449	0449	0.645252450	450	0.6451553949
451	0.645090452	0452	0.6450138503
453	0.644943454	0454	0.644861455	0455	0.6448138219
456	0.6447144827
457	0.6445953384
458	0.644467029
459	0.6444314021
460	0.6443746461461	0.64431450462462	0.64425273463463	0.64417480464464	0.64412334465465	0.64405984466466	0.64403681467467	0.64393152468468	0.6438622469	469	0.6437925470	470	0.6437392471	471	0.6436524472	472	0.6435532473	473	0.6435110474	474	0.6434000297
475	0.6433480476	476	0.6432837998
477	0.6432253478	478	0.6431716479	479	0.6431205935
480	0.6430469059
481	0.6429381499
482	0.6428573993
483	0.6427585421
484	0.6426911412
485	0.6426025876
486	0.642542954
487	0.6424816889
488	0.6424232254
489	0.6423781719
490	0.6422667526
491	0.6422074279
492	0.6421444248
493	0.6420564909
494	0.6420269452
495	0.6419393837
496	0.641909847
497	0.6418332685
498	0.641776462
499	0.6416939713
500	0.6416045939
501	0.6415490319
502	0.6414537747
503	0.6413997051
504	0.6413453664
505	0.6412728556
506	0.6412196185
507	0.6411851196
508	0.6411014908
509	0.6410262037
510	0.6409438643
511	0.64089884
512	0.6408549656
513	0.64077193
514	0.6407441654
515	0.6406875945
516	0.6406349699
517	0.6405854609
518	0.64052428085519	0.64050103835520	0.64043321645521	0.64039413522522	0.64030274523523	0.64023160524524	0.64018611525525	0.64014916526526	0.64009516527527	0.64003739528528	0.6399899771
529	0.63991270530530	0.6398223531531	0.6397247532	532	0.6396678533	533	0.6396061534	534	0.6395313535	0.6373779547
536	0.6373376331
537	0.6372956061
538	538	0.6393289539	0.6371195341
540	540	0.6392341541	541	0.6391964542542	0.6391633543	0.6368861584
544	0.6368307152
545	0.6367390494
546	0.6366650794
547	0.6365918481
548	0.6365002186
549	0.636452391
550	0550	0.638548551	0551	0.638482552	0552	0.638427553	553	0.6383562554554	0.63828700555555	0.63824732556556	0.63818599557557	0.6381362558	558	0.6381083559	559	0.6380287560	560	0.6379638561	561	0.6379043562	562	0.6378463563	563	0.6377657564	564	0.6377369565	565	0.6376666566	566	0.6376175567	567	0.6375422568	568	0.6374821569	569	0.6374193570	570	0.6373573571	571	0.6373386572	572	0.6372855573	573	0.6371994574574	0.63714215575575	0.6370880576	576	0.6370074577	577	0.6369540578	578	0.6368867579	0.634418495
580	0.6344019534
581	0.6343823733
582	0.6343138334
583	0.6342297454
584	0.6341907706
585	0.6341162083
586	0.6340858153
587	0.6339821562
588	0.6339430116
589	0.6338836467
590	0.6338291727
591	0.6337848447
592	0.6337239184
593	0.6336832494
594	0.6336247368
595	0.6335563136
596	0.6335265774
597	0.6334831665
598	0.6333893495
599	0.6332986182
600	0.6356811651
601	0.6331408676
602	0.6330796086
603	0.6355533725
604	0.635489857
6605	0.63286975616606	0.63279575196607	0.63272932876608	0.63269667460609	0.63262728061610	0.6325569763
611	0.6325260228
612	0.6325075103
613	0.6324635909
614	0.6324080292
615	0.6323272579
616	0.6322581218
617	0.6321983894
618	0.6321672426
619	0.632123969
620	0.6320688558
621	0.6319974046
622	0.6319782303
623	0.6319418624	624	0.6318934655
625	0.6318147626	626	0.6317270627	627	0.6316840016
628	0.6316156478
629	0.6315732701
630	0.6315300341
631	0.6314370557
632	0.6313588765
633	0.6312968893
634	0.6312377344
635	0.6311617244
636	0.6310561474
637	0.6309974521
638	0.6308741731
639	0.6308317485
640	0.6307661918
641	0.6307202614
642	0.6306553359
643	0.6306303515
644	0.6305951317
645	0.6305263044
646	0.6304522249
647	0.6304162775
648	0.6303904471
649	0.6303585362
650	0.6303204835
651	0.6302183283
652	0.6301682516
653	0.6301224057
654	0.6300807183
655	0.6300302069
656	0.6299920139
657	0.6299416432
658	0.6298515065
659	0.6297803489
660	0.6297304573
661	0.6296818624
662	0.6296039418
663	0.6295267567
664	0.6294851892
665	0.6294634115
666	0.6294310269
667	0.6294035579
668	0.6293689127
669	0.6293248776
670	0.6292642522
671	0.629177796
672	0.6291372638
673	0.6290785668
674	0.6290257941
675	0.6289659633
676	0.6289139438
677	0.6288395573
678	0.6287770666
679	0.6287196546
680	0.6286648551
681	0.6286091722
682	0.6285600301
683	0.6285230824
684	0.6285187074
685	0.6284616554
686	0.628374715
687	0.6283226802
688	0.6282365322
689	0.6281867924
690	0.6281522456
691	0.6281269617
692	0.628087817
693	0.6280262829
694	0.6279910851
695	0.6279538772
696	0.6279063554
697	0.6278707404
698	0.6278393227
699	0.6277824594
700	0.6277161159
701	0.627665272
702	0.6276146957
703	0.6275690645
704	0.627543711
705	0.6274664506
706	0.6274197543
707	0.6273655868
708	0.6273025029
709	0.6272460204
710	0.6271973156
711	0.6271764609
712	0.6271202267
713	0.6270736953
714	0.6269797801
715	0.6269434896
716	0.6268775111
717	0.6268439295
718	0.6267646659
719	0.6267089424
720	0.6266765523
721	0.6266216617
722	0.6265588938
723	0.6265013167
724	0.626394231
725	0.6262825288
726	0.6262461133
727	0.6262127067
728	0.6261235053
729	0.6260689742
730	0.6259873802
731	0.6259732	0.6732	0.6259733	0.6283972767
734	0.6283277439
735	0.6283051788
736	0.6282396874
737	0.6281888516
738	0.6281465478
739	0.6280867582
740	0.6280398126
741	0.6279853802
742	0.6279129946
743	0.6278694856
744	0.6278508466
745	0.6278270568
746	0.6277784666
747	0.6277045014
748	0.6276698894
749	0.6276115346
750	0.6275472518
751	0.6275074862
752	0.6274643141
753	0.627414636
754	0.6273383089
755	0.6272966206
756	0.6272352794
757	0.6272002001
758	0.6271596748
759	0.6271133304
760	0.6270379336
761	0.6269863592
762	0.6269158839
763	0.6268547459
764	0.6267876573
765	0.6267605284
766	0.6267018675
767	0.6266412232
768	0.6266027259
769	0.6265572668
770	0.6265223713
771	0.6264705175
772	0.626441698
773	0.6263943517
774	0.6263474305
775	0.6262851966
776	0.6262646861
777	0.6261917632
778	0.6261266346
779	0.6260863194
780	0.6260306317
781	0.6260139116
782	0.6259825861
783	0.625908424
784	0.625849989
785	0.6258210682
786	0.6257542976
787	0.6256937316
788	0.6256645483
789	0.62562482
790	0.625557762
791	0.625534112
792	0.6254902241
793	0.62545518
794	0.6253997015
795	0.6253711309
796	0.6253103968
797	0.6252642171
798	0.6252113076
799	0.6251107772
800	0.6250666266
801	0.6250395573
802	0.6249960545
803	0.6249595191
804	0.6249467116
805	0.6249094359
806	0.6248730034
807	0.6248029142
808	0.6247339995
809	0.6246772464
810	0.6246386562
811	0.6245893814
812	0.6245317609
813	0.6244769147
814	0.6243987424
815	0.6243839193
816	0.6243448684
817	0.6242784657
818	0.6242532472
819	0.6242130814
820	0.6241654697
821	0.6240578595
822	0.6240019358
823	0.6239493424
824	0.6238833798
825	0.6238604389
826	0.6238253795
827	0.6237672988
828	0.6237423613
829	0.6236753783
830	0.623635317
831	0.6235776721
832	0.6234835268
833	0.6234401763
834	0.6233698114
835	0.6232994695
836	0.6232739356
837	0.623244379
838	0.6231600772
839	0.6230713156
840	0.6230172192
841	0.6229342385
842	0.6229004905
843	0.622823903
844	0.622720048
845	0.6226674547
846	0.6226272522
847	0.6225953826
848	0.6225371808
849	0.6224965811
850	0.6224090697
851	0.6223098841
852	0.6222220053
853	0.6222022318
854	0.622174411
855	0.6221380603
856	0.6220897348
857	0.6220148473
858	0.6219469845
859	0.62188342
860	0.621828691
861	0.621750486
862	0.621694777
863	0.6216385919
864	0.6216011996
865	0.6215443416
866	0.6214852511
867	0.6214345597
868	0.6213876869
869	0.6213721723
870	0.6212956912
871	0.6211888557
872	0.6211575499
873	0.621118597
874	0.6210528693
875	0.6210117419
876	0.6209704344
877	0.6209107988
878	0.6208358746
879	0.6208059332
880	0.6207083711
881	0.6206351657
882	0.6205881319
883	0.6205772527
884	0.6204847461
885	0.6204270246
886	0.6203687373
887	0.620304503
888	0.62026394
889	0.6201878833
890	0.6201169753
891	0.6200583907
892	0.6200143656
893	0.6199768316
894	0.6199574108
895	0.6198388852
896	0.6197720083
897	0.6197172442
898	0.6196914477
899	0.6196501754
900	0.6195709817
901	0.6195355859
902	0.6195178551
903	0.6195098068
904	0.6194573317
905	0.6194194593
906	0.6193848846
907	0.6193061079
908	0.6192303691
909	0.619176428
910	0.6191153389
911	0.6190393199
912	0.6189831108
913	0.618948774
914	0.618908507
915	0.6188797555
916	0.6188437011
917	0.6187676153
918	0.6187228617
919	0.6186449504
920	0.6185698292
921	0.6185257118
922	0.6184845019
923	0.6184356409
924	0.6183810975
925	0.6182828538
926	0.6182043423
927	0.6181531533
928	0.618090171
929	0.618029937
930	0.618007994
931	0.6179678046
932	0.6179499903
933	0.6179109061
934	0.6178583282
935	0.61778521
936	0.6177272362
937	0.6176612819
938	0.6176173864
939	0.6175194624
940	0.6174294664
941	0.617396875
942	0.6173508311
943	0.6173205756
944	0.6172756197
945	0.6172039505
946	0.6171385165
947	0.6170489142
948	0.6169943833
949	0.6169697894
950	0.6169279415
951	0.6168754414
952	0.6168220862
953	0.6167657228
954	0.6167197365
955	0.6166605362
956	0.6166044202
957	0.6165569459
958	0.6165049663
959	0.6164514642
960	0.6164001094
961	0.6163670988
962	0.6163189523
963	0.6162881161
964	0.616251793
965	0.616163543
966	0.616103156
967	0.6160528646
968	0.6160093944
969	0.6159872455
970	0.6159472632
971	0.6158708801
972	0.6158003673
973	0.6157611668
974	0.6157333287
975	0.6156595385
976	0.6156063931
977	0.6155636299
978	0.6155352776
979	0.6154782034
980	0.6154508321
981	0.6154196684
982	0.6153852221
983	0.6153481484
984	0.6152937438
985	0.6152507374
986	0.6152076977
987	0.6151468414
988	0.6151227411
989	0.6150434541
990	0.6150088718
991	0.6149787136
992	0.6149382714
993	0.6148782617
994	0.6148583306
995	0.6147821713
996	0.6147268298
997	0.6146599144
998	0.6146468502
999	0.614608301
0.6137419644
68
