iter	Logloss
112	0.662180892
113	0.6620867995
114	0.6620425933
115	0.6619824385
116	0.6618636939
117	0.6618145147
118	0.661752542
119	0.6616534309
120	0.6616125119
121	0.6615388859
122	0.6614778655
123	0.6613619127
124	0.6612750415
125	0.6611730473
126	0.6610797934
127	0.6610002628
128	0.6609451102
129	0.6608769138
130	0.66082131	0.131	0.6606638377
132	0.6605657974
133	0.6604924517
134	0.6603575474
135	0.6603419076
136	0.6602364676
137	0.6601470408
138	0.6600748204
139	0.6600144453
140	0.6598871323
141	0.6597732055
142	0.6597325309
143	0.6596388882
144	0.6595461816
145	0.65146	0.661146	0.6514147	0.66006079714148	0.65999149	14149	0.6599815015150	0.659851151151	0.66101866152152	0.6609675615153	0.66087264815154	0.6607780272
155	0.6607201186
156	0.660590139
157	0.6605249927
158	0.6604427393
159	0.6603785052
160	0.6603326739
161	0.6602035283
162	0.6601781924
163	0.6601396958
164	0.6600657387
165	0.6599424007
166	0.6598318152
167	0.6597790502
168	168	0.658653169	0169	0.658581170	0170	0.658532171	0171	0.658440172	0172	0.658415173	0173	0.658295174	0.6591578419
175	0.6591120985
176	0.659020822
177	0.6589392362
178	0.6588404417
179	0.6587453884
180	0.6586210417
181	0.6585422917
182	0.6585199165
183	0.6584551792
184	0.6583934544
185	0.185	0.65726186	0186	0.657165187	0.6582476104
188	188	0.6570203189	0.6581072402
190	0.6580295869
191	0.6579617961
192	0.6578794066
193	0.6577852677
194	0.6577050951
195	0.6576595856
196196	0.65641644197	0.6574940407
198198	0.65622941199	0.6573650955
200200	0.6560494620201	0.65600279620202	0.65594024820203	0.65589820204204	0.65584269205205	0.65572117206206	0.65561629207207	0.6555293320208	0.6554711209	209	0.6554244210	210	0.6553116211	211	0.6552534212	212	0.6551252213	0.6564133903
214	0.6563363915
215	0.6562760701
216	0.6562093713
217	0.6561533549
218	0.656139759
219	0.6560708285
220	0.655955188
221	0.6559077493
222	0.6557582903
223	0.6556910838
224	0.6556055731
225	0.6555721534
226	0.6555444311
227	0.6554624726
228	0.6553878415
229	0.6552660215
230	0.6552178034
231	0.6551634241
232	0.655071076
233	0.655020071
234	0.6549664085
235	0.6549015684
236	0.6548594023
237	0.6547935648
238	0.6547562155
239	0.6546877155
240	0.6545826549
241	0.6545457681
242	0.6544602593
243	0.6543467046
244	0.6542777677
245	0.6542162173
246	0.6541553039
247	0.6540522339
248	0.6539769761
249	0.6538970963
250	0.6538411935
251	0.6537794013
252	0.6537078521
253	0.6536137155
254	0.6535375024
255	0.6534214073
256	0.6533273798
257	0.6532520839
258	0.653146912
259	0.6531027508
260	0.6530009245
261	0.652971298
262	0.6529337037
263	0.6528805012
264	0.6528804801
265	0.6528221023
266	0.6527571447
267	0.6526876607
268	0.6526068508
269	0.6525334656
270	0.6524740476
271	0.6524008665
272	0.6523652375
273	0.6523332567
274	0.6522783778
275	0.65219789
276	0.6521164657
277	0.6520722336
278	0.651983652
279	0.6519834586
280	0.6519358319
281	0.6518535757
282	0.6517732302
283	0.6516680203
284	0.6516410919
285	0.6515858865
286	0.6515599109
287	0.6515052029
288	0.6514478964
289	0.6513567989
290	0.6513258837
291	0.65128207
292	0.6512150121
293	0.6511561842
294	0.6510823245
295	0.6510265805
296	0.6509269505
297	0.6508735698
298	0.6507594009
299	0.6506657842
300	0.6506014805
301	0.6505034348
302	0.6504189789
303	0.6503850643
304	0.6502878408
305	0.6502493246
306	0.6501163949
307	0.6500657063
308	0.650050659
309	0.6499535856
310	0.6498961991
311	0.6498510874
312	0.649849588
313	0.6498035477
314	0.6497088573
315	0.6496772746
316	0.649639976
317	0.6495459646
318	0.6494624862
319	0.6493947565
320	0.649240093
321	0.649155431
322	0.6491380018
323	0.649068515
324	0.6489985348
325	0.6489409681
326	0.6488714545
327	0.6487989854
328	0.648695064
329	0.6486153807
330	0.6485645428
331	0.6485071586
332	0.6484639101
333	0.6483755559
334	0.6482392191
335	0.6481950805
336	0.6481465681
337	0.6481169947
338	0.6480070923
339	0.64791974
340	0.6478327287
341	0.647800862
342	0.6477553584
343	0.6477130536
344	0.6476547067
345	0.6475296023
346	0.6475097354
347	0.647403823
348	0.6472690763
349	0.6471482935
350	0.6470513001
351	0.6469864495
352	0.6468900946
353	0.6468196807
354	0.6467539325
355	0.6466871939
356	0.6466202269
357	0.6465536701
358	0.6465200618
359	0.6464099112
360	0.6463671985
361	0.6463389009
362	0.6462836926
363	0.6462122142
364	0.6461585044
365	0.6460090504
366	0.645366	0.64367	0.6458649984
368	0.6457479134
369	0.6456612874
370	0.64370	0.644371	0.6454711454
372	0.6453538089
373	0.6452893177
374	0.6451507788
375	0.645079344
376	0.6449825525
377	0.6449296852
378	0.6448235946
379	0.6446932965
380	0.6446239492
381	0.6445612398
382	0.6445128409
383	0.6444193084
384	0.6443550419
385	0.644294803
386	0.6441927634
387	0.644098427
388	0.6440688478
389	0.6439827196
390	0.6438779181
391	0.643391	0.64392	0.64369138
393	0.64354393	0394	0.643443394	0395	0.643341395	0396	0.6433172855
397	0.6432126885
398	0.6431528678
399	0.6430896815
400	0.6430046505
401	0.6429112036
402	0.6428440413
403	0.6427837831
404	0.6427148772
405	0.6426482793
406	0.6425977927
407	0.6425197316
408	0.6424408	0.6409	0.6423409	0.6410	0.6422491203
411	0.6421411	0.6412	0.6420412	0.6413	0.6420413	0.6414	0.64414	0.64415	0.641415	0.64416	0.641416	0.64417	0.641417	0.64418	0.641418	0.64419	0.641419	0.64420	0.64420	0.639421	0.6414139528
422	0.64422	0.639423	0.64423	0.639424	0.64424	0.639425	0.64425	0.639426	0.64426	0.639427	0.64427	0.639428	0.64428	0.639429	0.64429	0.639430	0.64430	0.639431	0.64431	0.639432	0.64432	0.639433	0.64433	0.638434	0.64434	0.638435	0.64435	0.638436	0.64436	0.638437	0.64437	0.638438	0.64438	0.6385558051
439	0.63440	0.64440	0.63441	0.639441	0.6442	0.6398442	0.6382560706
443	0.6444	0.6397444	0.445	0.63966445	0.6379959265
446	0.637941591
447	0.6378657046
448	0.6378096905
449	0.6377571759
450	0.6376889628
451	0.6375753171
452	0.6375360234
45454	0.639052780454	0.6372236499
45456	0.63890425745457	0.63884300545458	0.63876824045459	0.6387047414460	0.6386621812460	0.636710832
461	0.6366587807
462	0.6365854745
463	0.636480721
464	0.6363878255
465	0.6362717931
466	0.6361777009
467	0.6361238006
468	0.6360306082
469	0.6359843818
470	0.6359381087
471	0.6358547625
472	0.6357786977
473	0.6357303405
474	0.6356120244
475	0.6355520303
476	0.6354835138
477	0.6353782661
478	0.6353242621
479	0.6352010194
480	0.635086594
481	0.6350221473
482	0.6349363859
483	0.6348329458
484	0.6347471098
485	0.6346815153
486	0.6346061222
487	0.6345484873
488	0.6344775546
489	0.6344084355
490	0.6343501897
491	0.6342477109
492	0.6341783904
493	0.6341228366
494	0.6340132119
495	0.6339415125
496	0.6338947382
497	0.6338106754
498	0.6337790206
499	0.6336964246
500	0.6336287088
501	0.6335142339
502	0.633477252
503	0.6334215775
504	0.6333060295
505	0.6331999083
506	0.6331740956
507	0.6330854916
508	0.6330125796
509	0.6329843315
510	0.6328867948
511	0.6328463402
512	0.632755763
513	0.6326911147
514	0.632622381
515	0.6325553517
516	0.6324885716
517	0.632387081
518	0.6323190769
519	0.6322102938
520	0.6320897588
521	0.6320072448
522	0.6319106824
523	0.6318241399
524	0.631787644
525	0.6316986771
526	0.6316036654
527	0.6314986008
528	0.6314326803
529	0.6313645844
530	0.6313256206
531	0.6312534962
532	0.6311872684
533	0.6311113688
534	0.631023891
535	0.6309738146
536	0.6309058916
537	0.6308175832
538	0.6307572401
539	0.6306561347
540	0.6305899427
541	0.6305713089
542	0543	0.6328543	0.6304268977
544	0.6303605504
545	0.6302845766
546	0.6302124695
547	0.548	0.63248548	0.6299444053
549	0.629864664
550	0.6297836414
551	0.6297074523
552	0.6553	0.6320553	0.6554	0.6319554	0.6555	0.6319555	0.556	0.63189556	0.557	0.63181557	0.558	0.6317558	0.6559	0.6316559	0.6560	0.6316560	0.561	0.63149561	0.562	0.63144562	0563	0.631363563	0564	0.631292564	0565	0.631228565	0566	0.63113566	0.567	0.63108567	0.568	0.63101568	0.569	0.63097569	0.570	0.63091570	0.571	0.63088571	0.6284018293
572	0.6283169383
573	0.6282542092
574	0.6281619905
575	0.6280177318
576	0.6279511751
577	0.6279006702
578	0.6278368258
579	0.6277023551
580	0.627651466
581	0.6275260018
582	0.6274303256
583	0.6273339303
584	0.6272479808
585	0.6272092234
586	0.6271697624
587	0.6270848755
588	0.6270584818
589	0.6270399245
590	0.626970949
591	0.6269176419
592	0.6268905197
593	0.6268090374
594	0.6266724515
595	0.6265771384
596	0.6265088386
597	0.6264454531
598	0.6264078134
599	0.6263232645
600	0.6262698741
601	0.6262064238
602	0.6261461455
603	0.6261034575
604	0.6259739747
605	0.6259634468
606	0.6259214371
607	0.6258767451
608	0.6258273485
609	0.6257585553
610	0.6256452722
611	0.6255818091
612	0.6254874149
613	0.6254093406
614	0.6253241468
615	0.6252735608
616	0.6252290077
617	0.625111444
618	0.62504595
619	0.6249754127
620	0.6249049722
621	0.624845051
622	0.6247891757
623	0.6246954304
624	0.6246278365
625	0.624552734
626	0.6245204556
627	0.6244274297
628	0.6244014525
629	0.6243263358
630	0.6242731415
631	0.6242032742
632	0.6240878672
633	0.6240133614
634	0.6239309333
635	0.6239049812
636	0.6239019919
637	0.6237880219
638	0.6236810428
639	0.6236418735
640	0.6235295421
641	0.6234767262
642	0.6233930353
64644	0.62601484864645	0.6258498076
646	0.6257776372
647	0.6257029388
648	0.6256842319
649	0.6256295473
650	0.6255610901
651	0.6254768812
652	0.6253864367
653	0.6253077034
654	0.625226187
655	0.62511137
656	0.6250260585
657	0.6249523902
658	0.6248928923
659	0.6248639671
660	0.6247905585
661	0.6247417089
662	0.6247120662	663	0.6246541663	664	0.6246267664	665	0.6245552665	666	0.6244823869
667	0.6243605856
668	0.6242504668	669	0.6241983834
670	0.6241433162
671	0.6240806949
672	0.6239736869
673	0.6239149751
674	0.6238555301
675	0.6238237161
676	0.6237668073
677	0.6237058441
678	0.623664678	0679	0.623589679	0680	0.62355680	0.681	0.62348681	0.682	0.62343682	0.683	0.62339683	0.684	0.62330684	0685	0.623260685	0686	0.623193686	0687	0.623081687	0688	0.622999688	0689	0.6229214492
690	0.622796690	0691	0.622727691	692	0.6226482085
693	0.6225499386
694	0.6224883694	695	0.6224125695	696	0.6223672696697	0.62233203697698	0.622242546699	0.62216403556700	0.62207928070701	0.62206038670702	0.62197216670703	0.621916865703	0.6199350598
704	0.6198509137
705	0.6198326656
706	0.6197537857
707	0.6196240166
708	0.619578919
709	0.6194778536
710	0.6193926001
711	0.6193440126
712	0.6192903647
713	0.6192036071
714	0.6191092513
715	0.6190653659
716	0.6190234188
717	0.6189969
718	0.6189554253
719	0.6189395989
720	0.6188759443
721	0.6188420406
722	0.723	0.62069723	0.724	0.62062724	0725	0.620587725	0726	0.620538726	0727	0.620433727	0728	0.620415728	0729	0.620323729	0730	0.6202421035
731	0.620150731	0732	0.620091732	0733	0.620042733	0734	0.620014734	735	0.6199488735	736	0.6199193736	737	0.6197884737	738	0.6196887738	739	0.6196383739	740	0.6195649740	741	0.6194982741	742	0.6194401742	0.6174123903
743	0.6173720028
744	0.6173402763
745	0.617275318
746	0.6172184427
747	0.6171068468
748	0.617026927
749750	0.61906354750751	0.61900120751752	0.6189397575753	0.61885133475754	0.61879320575755	0.6186668927756	0.61860089147757	0.61848276417758	0.61845104217759	0.61841591177760	0.61839575657761	0.61831928676762	0.61824649576763	0.61816961976764	0.61809115676765	0.61803174976766	0.61795152476767	0.61791450576768	0.61780860576769	0.6177456537770	0.61767661697771	0.61761127827772	0.61755538697773	0.61750984227774	0.61743331967775	0.61734259677776	0.61728811847777	0.6171961775
778	0.6171305012
779	0.6170643964
780	0.6170189901
781	0.6169468044
782	0.6168638021
783	0.6168189929
784	0.6167100404
785	0.616577759
786	0.61651617057787	0.6164488635
788	0.61641367967789	0.6163147882
790	0.6162418547
791	0.6161595951
792	0.6160896446
793	0.6160574216
794	0.615960783
795	0.6159254287
796	0.6158981674
797	0.6158667177
798	0.6158229321
799	0.6157333759
800	0.6156833385
801	0.6156280085
802	0.6155554548
803	0.6155288992
804	0.6154729831
805	0.6154111165
806	0.6153441582
807	0.6153021389
808	0.6152590814
809	0.6151253769
810	0.6150793538
811	0.6149840402
812	0.614950238
813	0.6149021044
814	0.6148095947
815	0.6147401003
816	0.6147053805
817	0.61463119458818	0.61458018481819	0.61818	0.681820	0.61819	0.682821	0.61820	0.682822	0.61821	0.682823	0.61429893
824	0.6142115479
825	0.6141824	082826	0.614825	0.61827	0.614826	0.61828	0.614827	0.61829	0.613828	0.6118251776
829	0.611763088
830	0.611676956
831	0.6832	0.6119832	0.6833	0.6119833	0.6115328148
834	0835	0.611792835	0.6114033986
836	0.6113635279
837	0.6113095079
838	0.6112884125
839840	0.61152520840841	0.61150782841842	0.61140712842843	0.6113604843	844	0.6113169844	845	0.6112588845	846	0.6111885846	847	0.6111093847	848	0.6110483848	849	0.6110071849	0.6106318204
850	0.6105590778
851	0.610483783
852	853854	0.6125853	854855	0.612854	0.6856	0.6124855	085857	0.6123856	085858	0.6123857	085859	0.612858	0.8860	0.6121859	0.8861	0.61210499861862	0.61201423862863	0.61862	0.609864	0.61863	0.864865	0.61864	0.60866	0.611865	0.60867	0.611866	0.60868	0.611867	0.60869	0.611868	0.60870	0.611869	0.60871	0.611870	0.6094929646
871	0.60873	0.61872	0.6093688757
873	0.609875	0.61874	0.60876	0.611875	0.60877	0.611876	0.60878	0.611877	0.60879	0.610878	0.60880	0.610879	0.60881	0.610880	0.6882	0.6108881	0.6089279227
882	0.6088472272
883	0.6088049699
884	0.6087032109
885	0.6086913765
886	0.888	0.6104887	0.6085826336
888	0.6085509632
889	0.6085123043
890	0.6892	0.6102891	0.6893	0.6101892	0.6894	0.6101893	0.6895	0.6100894	0.6896	0.6100895	0.6897	0.6099896	0.6898	0.6098897	0.6899	0.6098898	0.6900	0.6097899	0.6901	0.6097900	0.6902	0.6096901	0.6903	0.6095902	0.6904	0.609903	0.60905	0.609904	0.60906	0.609905	0.60907	0.609906	0.60908	0.609907	0.60909	0.609908	0.60910	0.60909	0.607911	0910	0.607192912	0911	0.607124913	0912	0.607081914	0913	0.607002915	0914	0.606955916	0915	0.606930917	0916	0.606880918	0917	0.606813919	918	0.6067912920	919	0.6067258921	920	0.6066923922	921	0.6066220923	922	0.6065286924	923	0.6064839796
924	0.6063911926	925	0.6063415009
926	0.6062690306
927	0.6062106526
928	0.6061566552
929	0.6060839373
930	0.6059954991
931	0.6059426392
932	0.6058663043
933	0.6058066524
934	0.6057137142
935	0.6056676687
936	0.6056468079
937	0.6055594342
938	0.6054947599
939	0.6054225652
940	0.6053755301
941	0.6052930165
942	0.6052374897
943	0.605190115
944	0.6050859976
945	0.6050050339
946	0.6049487122
947	0.604888843
948	0.6048672588
949	0.604830628
950	0.6047693765
951	0.6047093913
952	0.604692133
953	0.6046471826
954	0.6046144689
955	0.6045842141
956	0.60452134
957	0.6044600655
958	0.6044180635
959	0.6043870962
960	0.6042736968
961	0.6042378949
962	0.6041736696
963	0.6041367878
964	0.6040685178
965	0.6040063954
966	0.6039656203
967	0.6039123375
968	0.6038751408
969	0.603814485
970	0.6037354101
971	0.6037021802
972	0.6036859992
973	0.6036242283
974	0.6035604899
975	0.6035173042
976	0.6034899315
977	0.6034276835
978	0.6033767619
979	0.6033142253
980	0.60324673
981	0.6032238268
982	0.603165729
983	0.6031357757
984	0.6030845695
985	0.6030435542
986	0.6030105122
987	0.6029563793
988	0.6028926951
989	0.6028060504
990	0.6027586021
99991	0.60376613799992	0.60374375499993	0.60371535799994	0.60368830995995	0.60364137996996	0.60360574997997	0.60357204998998	0.60354512999999	0.6034973227
5
017609358
